CRN,Subject,Number,Section,Quad,Title / Comment,Credits,Meeting Time,Days,Instructor(s),Room,Fees,Attributes
80906,PSYC,894,2,,Clerkship,0,8:30 AM - 10:00 AM,M,"Roth, Alana M.",BGC 002,,
80907,PSYC,895,1,,Independent Study,1 TO 4,TBA,,STAFF,,,
80908,PSYC,896,0,,Clinical Internship,0,TBA,,STAFF,,,
80909,PSYC,898,0,,Clinical Dissertation,1 TO 4,TBA,,STAFF,,,
80910,PSYC,898,0,,Clinical Dissertation,1 TO 4,TBA,,STAFF,,,
80912,PSYC,899,0,,Dissertation Continuation,0,TBA,,STAFF,,50,
80914,INTR,514,0,,Spiritual & Profess Formation,4,8:30 AM - 5:30 PM,WR,"Gallagher, Robert L.",BGC 309,,
80915,INTR,532,0,,Contextualization,4,8:30 AM - 5:30 PM,WR,"Moreau, A. Scott",,,
80917,INTR,561,1,,Intercultural Communication,4,8:30 AM - 5:30 PM,M    S,"Gallagher, Robert L.",,,
80921,INTR,581,0,,Latin American Culture & Civ,4,11:35 AM - 12:45 PM,M W F,"Klingler, Timothy M.",ARM 120,,
80922,INTR,611,0,,TESL/TEFL Methodology,4,6:30 PM - 8:20 PM,T R,"Pierson, Cheri L.",BGC 255,,
80923,INTR,612,OL,,Descriptive English Grammar,4,TBA,,"Seaman, Alan A.",,,
80924,INTR,612,0,,Descriptive English Grammar,4,4:00 PM - 5:45 PM,M  R,"Seaman, Alan A.",BGC 138,,
80925,INTR,615,OL,A,Teaching Reading/Composition,2,TBA,,"Barger, R. Pam",,,
80926,INTR,615,0,A,Teaching Reading/Composition,2,6:30 PM - 10:00 PM,W,"Barger, R. Pam",BGC 136,,
80930,INTR,692,0,,Comprehensive Examination,0,TBA,,"Seaman, Alan A.",,75,
80931,INTR,695,0,,Independent Study,1 TO 4,TBA,,STAFF,,,
80932,INTR,696,0,,Internship,2 OR 4,TBA,,STAFF,,,
80933,INTR,698,0,,Thesis/Applied Thesis,4,TBA,,STAFF,,,
80934,INTR,699,0,,Thesis/Applied Thesis Contin,0,TBA,,STAFF,,50,
80935,LING,224,0,,Theoretical Found ELL Method,4,9:20 AM - 10:30 AM,M W F,"Vroom Fick, Sara J.",BLANCH 472,,DUS
80937,LING,323L,0,,Bilingual Practicum,1,TBA,,"Vroom Fick, Sara J.",,,
80938,LING,325,0,A,Prin of Assessment for TESOL,2,8:30 AM - 10:20 AM,T R,"Seaman, Alan A.",BGC 140,,
80939,LING,328,0,B,ELL Methods for Specialists,2,6:30 PM - 10:00 PM,R,"Root, Claudia A.",BGC 138,,
80940,LING,328L,0,,ELL Practicum,1,TBA,,"Vroom Fick, Sara J.",,,
80943,URBN,296,0,,Urban Studies Practicum,2 OR 4,TBA,,"Anderson, Jordan",,,
80944,URBN,371,0,,"Race, Poverty, Reconciliation",4,TBA,R,"Sutter, Arloa B.",,,
80945,URBN,490,0,,Internship-Pending,4 TO 8,TBA,,"Anderson, Jordan",,,
80946,URBN,495,0,,Independent Study,2 TO 4,TBA,,STAFF,,,
80950,MUEP,213,0,,Women's Chorale,0,4:30 PM - 6:00 PM,M W,"Hopper, Mary",,180,
80952,EVAN,695,0,,Independent Study,1 TO 4,TBA,,STAFF,,,
80953,EVAN,696,0,,Internship,2 OR 4,TBA,,STAFF,,,
80954,EVAN,698,0,,Thesis/Applied Thesis,2 OR 4,TBA,,STAFF,,,
80955,EVAN,699,0,,Thesis/Applied Thesis Contin,0,TBA,,STAFF,,50,
80956,MUEP,214,0,,Men's Glee Club,0,4:30 PM - 6:00 PM,T R,"Hopper, Mary",,180,
80958,MUEP,215,0,,Concert Choir,0,2:15 PM - 3:45 PM,M W F,"Trotter, John W.",,180,
80959,MISS,692,0,,Comprehensive Exam,0,TBA,,"Richardson, Richard C.",,75,
80960,EVAN,692,0,,Comprehensive Exam,0,TBA,,"Richardson, Richard C.",,75,
80961,MUEP,216,0,,Symphonic Band,0,3:45 PM - 5:15 PM,M W,STAFF,EDMAN 102,180,
80962,MUEP,217,1,,Symphony Orchestra:Strings,0,4:15 PM - 6:15 PM,T R,"Sommerville, Daniel A.",EDMAN 102,180,
80962,MUEP,217,1,,Symphony Orchestra:Strings,0,5:00 PM - 6:15 PM,M,"Sommerville, Daniel A.",EDMAN 102,180,
80963,MSCI,101,0,,Intro to Army/Crit Think,2,6:30 PM - 9:45 PM,R,Frye & Olson,MEY 133,,
80964,MSCI,123,0,,Leadership Laboratory,0,3:45 PM - 5:45 PM,R,"Olson, Aaron M.",,,
80965,MSCI,201,0,,Leadership and Decision Making,2,6:30 PM - 9:45 PM,R,"Albuck, Troy J.",JENKS 205,,
80966,MSCI,211,0,,American Military History,2,8:30 AM - 10:20 AM,T,"Albuck, Troy J.",JENKS 205,,
80967,MSCI,301,0,,Training Mgmt,4,6:30 PM - 10:00 PM,R,"Frye, Joshua K.",MSC 304,,
80968,MSCI,401,0,,The Army Officer,4,6:30 PM - 10:00 PM,R,Kurczak & Cartagena,MSC 302,,
80969,MUEP,217,2,,Symph Orch Winds-Percussion,0,4:15 PM - 6:15 PM,T R,"Sommerville, Daniel A.",EDMAN 102,180,
80969,MUEP,217,2,,Symph Orch Winds-Percussion,0,5:30 PM - 6:15 PM,W,"Sommerville, Daniel A.",EDMAN 102,180,
80970,MUEP,218,0,,Jazz Ensemble,0,7:00 PM - 8:20 PM,T R,"Ernst, Kathryn A.",EDMAN 102,180,
80971,MUEP,219,1,,Recital & Concert Attendance,0,1:15 PM - 2:05 PM,R,"Zimmerman, Edward",ARM 132,,
80972,MUEP,219,2,,Recital & Concert Attendance,0,TBA,,"Zimmerman, Edward",,,
80973,MUEP,311,0,,Studio Accompaniment,1 TO 2,TBA,,"Horn, Daniel P.",,48,
80974,MUEP,321,0,,Recital Accompaniment,1 TO 2,TBA,,"Horn, Daniel P.",,48,
80975,MUEP,357,0,,Opera Mainstage,2,11:15 AM - 1:05 PM,T R,"Hart, Carolyn A.",ARM 046,365,
80975,MUEP,357,0,,Opera Mainstage,2,4:00 PM - 5:30 PM,F,"Hart, Carolyn A.",ARM 046,365,
80977,MUEP,358,2,,Jazz Combo II,1,7:30 PM - 8:30 PM,W,"Davis, James C.",EDMAN 102,180,
80978,MUEP,371,42,,Chamber Music: Guitar,0 TO 1,TBA,,"Altino, Leonardo G.",,180,
80979,MUEP,371,1,,Chamber Music: String,0 TO 1,TBA,,"Altino, Leonardo G.",,180,
80980,MUEP,371,2,,Chamber Music: Piano,0 TO 1,TBA,,"Altino, Leonardo G.",,180,
80981,MUEP,371,3,,Chamber Music: Winds,0 TO 1,TBA,,"Altino, Leonardo G.",,180,
80982,MUEP,371,4,,Chamber Music: Brass,0 TO 1,TBA,,"Altino, Leonardo G.",,180,
80983,MUEP,371,5,,Percussion Ensemble,0 TO 1,3:15 PM - 4:05 PM,T,"Kastner, Kathleen S.",EDMAN 101,180,
80983,MUEP,371,5,,Percussion Ensemble,0 TO 1,3:35 PM - 4:35 PM,F,"Kastner, Kathleen S.",EDMAN 101,180,
80983,MUEP,371,5,,Percussion Ensemble,0 TO 1,6:15 PM - 7:30 PM,M,"Kastner, Kathleen S.",EDMAN 101,180,
80984,MUEP,371,6,,Piano Ensemble,0 TO 1,2:15 PM - 3:05 PM,T R,"Edwards, Karin R.",PIERCE CHAP,180,
80985,MUEP,371,7,,Mixed Ensemble,0 TO 1,TBA,,"Altino, Leonardo G.",,180,
80986,MUIP,101,1,,Private Lessons: Piano,2,TBA,,"Horn, Daniel P.",,512,
80987,MUIP,101,2,,Private Lessons: Jazz Piano,2,TBA,,Williams & Horn,,512,
80988,MUIP,102,1,,Private Lessons: Organ,2,TBA,,"Zimmerman, Edward",,512,
80989,MUIP,103,1,,Private Lessons: Harpsichord,2,TBA,,"Zimmerman, Edward",,512,
80990,MUIP,104,1,,Private Lessons: Voice,2,TBA,,"Hart, Carolyn A.",,512,
80991,MUIP,104,2,,Private Lessons: Jazz Voice,2,TBA,,Williams & Hart,,512,
80992,MUIP,105,1,,Private Lessons: Violin,2,TBA,,"Joiner, Lee D.",,512,
80993,MUIP,106,1,,Private Lessons: Viola,2,TBA,,"Griffin, Rose A.",,512,
80994,MUIP,107,1,,Private Lessons: Cello,2,TBA,,"Altino, Leonardo G.",,512,
80995,MUIP,108,1,,Private Lessons: String Bass,2,TBA,,Anderson & Joiner,,512,
80996,MUIP,108,2,,Private Lessons:Str Bass Jazz,2,TBA,,Ernst & Joiner,,512,
80997,MUIP,109,1,,Private Lessons: Trumpet,2,TBA,,Ridenour & Saylor,,512,
80998,MUIP,109,2,,Private Lessons: Jazz Trumpet,2,TBA,,Davis & Saylor,,512,
80999,MUIP,110,1,,Private Lessons:  Horn,2,TBA,,Cottle & Saylor,,512,
81000,MUIP,111,1,,Private Lessons: Trombone,2,TBA,,Davis & Saylor,,512,
81001,MUIP,112,1,,Private Lessons: Euphonium,2,TBA,,"Saylor, L. Jonathan",,512,
81002,MUIP,113,1,,Private Lessons: Tuba,2,TBA,,Harrison & Saylor,,512,
81003,MUIP,114,1,,Private Lessons:  Flute,2,TBA,,Brown & Saylor,,512,
81004,MUIP,115,1,,Private Lessons: Clarinet,2,TBA,,O'Riordan & Saylor,,512,
81005,MUIP,116,1,,Private Lessons: Oboe,2,TBA,,Stevenson & Saylor,,512,
81006,MUIP,117,1,,Private Lessons: Bassoon,2,TBA,,"Saylor, L. Jonathan",,512,
81007,MUIP,118,1,,Private Lessons: Saxophone,2,TBA,,Bazan & Saylor,,512,
81008,MUIP,119,1,,Private Lessons: Harp,2,TBA,,Seeman & Joiner,,512,
81009,MUIP,120,1,,Private Lessons: Percussion,2,TBA,,"Kastner, Kathleen S.",,512,
81010,MUIP,120,2,,Private Lessons: Jazz Drum,2,TBA,,Gillan & Kastner,,512,
81011,MUIP,121,1,,Priv Lessons: Classical Guitar,2,TBA,,Torosian & Joiner,,512,
81012,MUIP,122,1,,Private Lessons: Guitar,2,TBA,,Ramsdell & Joiner,,512,
81014,MUIP,141,0,,Small Group Voice Lessons,1,TBA,,Gamez & Hart,,245,
81015,MUIP,150,0,,Small Grp Jazz Trumpet Lessons,1,TBA,,Davis & Saylor,,245,
81016,MUIP,201,1,,Private Lessons: Piano,2 TO 4,TBA,,"Horn, Daniel P.",,770,
81017,CORE,101,32,,FYS-Sexuality & Identity,4,8:30 AM - 10:20 AM,T R,"Jones, Stanton L.",BGC 253,,
81018,MUIP,201,2,,Private Lessons: Jazz Piano,2 TO 4,TBA,,Williams & Horn,,770,
81019,CORE,101,33,,FYS-Sexuality & Identity,4,11:15 AM - 1:05 PM,T R,"Jones, Stanton L.",BGC M228,,
81020,CORE,101,34,,FYS-Modern American Families,4,11:15 AM - 1:05 PM,T R,"Miglio, Sarah B.",BLANCH 222,,
81022,MUIP,202,1,,Private Lessons: Organ,2 TO 4,TBA,,"Zimmerman, Edward",,770,
81023,MUIP,203,1,,Private Lessons: Harpsichord,2 TO 4,TBA,,"Zimmerman, Edward",,770,
81024,MUIP,204,1,,Private Lessons: Voice,2 TO 4,TBA,,"Hart, Carolyn A.",,770,
81025,MUIP,204,2,,Private Lessons: Jazz Voice,2 TO 4,TBA,,Williams & Hart,,770,
81026,MUIP,205,1,,Private Lessons: Violin,2 TO 4,TBA,,"Joiner, Lee D.",,770,
81027,MUIP,206,1,,Private Lessons: Viola,2 TO 4,TBA,,Griffin & Joiner,,770,
81029,MUIP,208,1,,Private Lessons: String Bass,2 TO 4,TBA,,Anderson & Joiner,,770,
81030,MUIP,208,2,,Private Lessons: Str Bass Jazz,2 TO 4,TBA,,Ernst & Joiner,,770,
81031,MUIP,209,1,,Private Lessons: Trumpet,2 TO 4,TBA,,Ridenour & Saylor,,770,
81032,MUIP,209,2,,Private Lessons: Jazz Trumpet,2 TO 4,TBA,,Davis & Saylor,,770,
81033,HNGR,114,0,,"Poverty, Justice & TransformFreshmen & Sophomores only.",4,11:15 AM - 1:05 PM,T R,"Huff, James G.",MEY 145,,"GP, SI"
81034,MUIP,210,1,,Private Lessons: French Horn,2 TO 4,TBA,,Cottle & Saylor,,770,
81035,HNGR,484,0,,Global Christian Perspective,4,TBA,,"Yoder, Laura S.",,,
81036,MUIP,211,1,,Private Lessons: Trombone,2 TO 4,TBA,,Davis & Saylor,,770,
81037,HNGR,495,0,,Independent Study,2 TO 4,TBA,,STAFF,,,
81038,HNGR,496,0,,Intrnshp In Devlpmnt,4 TO 8,TBA,,"Huff, James G.",,,
81039,MUIP,212,1,,Private Lessons: Euphonium,2 TO 4,TBA,,"Saylor, L. Jonathan",,770,
81040,MUIP,213,1,,Private Lessons: Tuba,2 TO 4,TBA,,Harrison & Saylor,,770,
81041,MUIP,214,1,,Private Lessons: Flute,2 TO 4,TBA,,Brown & Saylor,,770,
81042,MUIP,215,1,,Private Lessons: Clarinet,2 TO 4,TBA,,O'Riordan & Saylor,,770,
81043,MUIP,216,1,,Private Lessons: Oboe,2 TO 4,TBA,,Stevenson & Saylor,,770,
81044,MUIP,217,1,,Private Lessons: Bassoon,2 TO 4,TBA,,"Saylor, L. Jonathan",,770,
81045,MUIP,218,1,,Private Lessons: Saxophone,2 TO 4,TBA,,Bazan & Saylor,,770,
81046,MUIP,219,1,,Private Lessons: Harp,2 TO 4,TBA,,Seeman & Joiner,,770,
81047,MUIP,220,1,,Private Lessons: Percussion,2 TO 4,TBA,,"Kastner, Kathleen S.",,770,
81048,MUIP,221,1,,Priv Lessons: Classical Guitar,2 TO 4,TBA,,Torosian & Joiner,,770,
81049,MUIP,222,1,,Private Lessons: Guitar,2 TO 4,TBA,,Ramsdell & Joiner,,770,
81050,MUIP,223,0,,Class Piano I,2,11:35 AM - 12:45 PM,M W,"Stampfl, Aaron J.",ARM 124,365,
81051,MUIP,225,0,,Class Piano III,2,2:15 PM - 3:05 PM,T R,"Stampfl, Aaron J.",ARM 124,365,
81052,MUIP,227,0,,Class Piano-Level V,2,11:15 AM - 12:05 PM,T R,"Stampfl, Aaron J.",ARM 124,365,
81053,MUIP,232,1,,Collaborative Vocal Coaching,2,TBA,,"Gemmill, Matthew D.",,512,
81054,MUIP,328,0,,Organ Improvisation,2,TBA,,"Zimmerman, Edward",,512,
81055,MUIP,394,1,,Junior Recital,0,TBA,,"Hopper, Mary",,,
81056,MUIP,401,1,,Private Lessons: Piano,2 TO 4,TBA,,"Horn, Daniel P.",,770,
81057,MUIP,402,1,,Private Lessons: Organ,2 TO 4,TBA,,"Zimmerman, Edward",,770,
81059,MUIP,404,1,,Private Lessons: Voice,2 TO 4,TBA,,"Hart, Carolyn A.",,770,
81060,MUIP,405,1,,Private Lessons: Violin,2 TO 4,TBA,,"Joiner, Lee D.",,770,
81061,MUIP,406,1,,Private Lessons: Viola,2 TO 4,TBA,,Griffin & Joiner,,770,
81062,MUIP,407,1,,Private Lessons: Cello,2 TO 4,TBA,,Altino & Joiner,,770,
81063,MUIP,408,1,,Private Lessons: String Bass,2 TO 4,TBA,,Anderson & Joiner,,770,
81064,MUIP,409,1,,Private Lessons: Trumpet,2 TO 4,TBA,,Ridenour & Saylor,,770,
81065,MUIP,410,1,,Private Lessons: Horn,2 TO 4,TBA,,Cottle & Saylor,,770,
81066,MUIP,411,1,,Private Lessons: Trombone,2 TO 4,TBA,,Davis & Saylor,,770,
81067,MUIP,412,1,,Private Lessons: Euphonium,2 TO 4,TBA,,"Saylor, L. Jonathan",,770,
81068,MUIP,413,1,,Private Lessons: Tuba,2 TO 4,TBA,,Harrison & Saylor,,770,
81069,IDS,291,0,,Intro to IDS,2,7:00 PM - 9:00 PM,W,"Bishop, Robert C.",MEY 355,,
81070,IDS,495,0,,Independent Study,2,TBA,,STAFF,,,
81071,IDS,496,0,,Internship,4 OR 8,TBA,,STAFF,,,
81072,MUIP,414,1,,Private Lessons: Flute,2 TO 4,TBA,,Brown & Saylor,,770,
81073,MUIP,415,1,,Private Lessons: Clarinet,2 TO 4,TBA,,O'Riordan & Saylor,,770,
81074,MUIP,416,1,,Private Lessons: Oboe,2 TO 4,TBA,,Stevenson & Saylor,,770,
81075,MUIP,417,1,,Private Lessons: Bassoon,2 TO 4,TBA,,"Saylor, L. Jonathan",,770,
81076,MUIP,418,1,,Private Lessons: Saxophone,2 TO 4,TBA,,Bazan & Saylor,,770,
81077,MUIP,419,1,,Private Lessons: Harp,2 TO 4,TBA,,Seeman & Joiner,,770,
81078,MUIP,420,1,,Private Lessons: Percussion,2 TO 4,TBA,,"Kastner, Kathleen S.",,770,
81079,MUIP,421,1,,Priv Lessons: Classical Guitar,2 TO 4,TBA,,Torosian & Joiner,,770,
81080,MUIP,422,1,,Private Lessons: Guitar,2 TO 4,TBA,,Ramsdell & Joiner,,770,
81081,MUIP,492,1,,Half Senior Recital,0,TBA,,"Hopper, Mary",,,
81082,MUIP,494,1,,Full Senior Recital,0,TBA,,"Hopper, Mary",,,
81090,SCI,325,0,,Middle School Science Methods,2,2:15 PM - 4:15 PM,W,"Leong, Elizabeth A.",MEY 205,20,
81099,COMM,101,8,B,Public Speaking,2,8:30 AM - 10:20 AM,T R,"Liu, Esther H.",BGC 011,,COMP
81100,COMM,101,9,A,Public Speaking,2,11:15 AM - 1:05 PM,T R,"Robbins, Kelley K.",BGC 011,,COMP
81101,COMM,101,10,B,Public Speaking,2,11:15 AM - 1:05 PM,T R,"Robbins, Kelley K.",BGC 011,,COMP
81102,COMM,101,11,A,Public Speaking,2,1:15 PM - 3:05 PM,T R,"Robbins, Kelley K.",BGC 011,,COMP
81103,COMM,101,12,B,Public Speaking,2,1:15 PM - 3:05 PM,T R,"Robbins, Kelley K.",BGC 011,,COMP
81105,COMM,367,0,A,Reconciliation & Conflict Res,2,11:15 AM - 1:05 PM,T R,"Liu, Esther H.",BGC 263,,
81106,URBN,114,0,,Social Life of Cities,4,11:15 AM - 1:05 PM,T R,"Tooley, Christa B.",BLANCH 339,,"GP, SI"
81108,PHIL,244,0,B,Symbolic Logic,2,9:20 AM - 10:30 AM,M W F,"O'Connor, Robert C.",BLANCH 139,,
81109,CFM,661,0,,Foundations of Experiential Ed,4,10:00 AM - 12:00 PM,T,"Karianjahi, Muhia M.",,,
81110,CFM,696,0,,Internship,2 TO 4,TBA,,"Haase, Daniel T.",,,
81194,PHIL,101,6,,Introduction to Philosophy,4,11:35 AM - 12:45 PM,M W F,"Fletcher, David B.",BLANCH 125,,PI
81195,PHIL,101,7,,Introduction to Philosophy,4,1:15 PM - 3:05 PM,T R,"Talbot, Mark R.",BLANCH 125,,PI
81231,PSYC,761,8,,Research Lab I-Mult Peace/Just,1,3:15 PM - 4:45 PM,T,"McConnell, John M.",BGC 138,,
81232,MUCS,103,2,B,Intro To Music:20C/World,2,8:30 AM - 10:20 AM,T R,"Buis, Johann S.",ARM 252,,VPAM
81241,PSYC,999,0,,Disseration Continuation-PT,0,TBA,,STAFF,,50,
81247,MAFT,696,4,,Clinical Pre-Practicum I,1,9:10 AM - 10:10 AM,W,"Yoo, Hana",BGC M231,,
81267,PHYS,499,0,,Honors Thesis,2 TO 4,TBA,,"Craig, Darren J.",,,
81311,INTR,567,1D,,Spiritual Conflict,2,TBA,,"Moreau, A. Scott",,,
81322,PSCI,201,0,,U.S. Education Policy,4,8:30 AM - 10:20 AM,T R,"Eckert, Jonathan M.",BLANCH 472,,SI
81332,COMM,302,0,,Rhetorical Theory,4,9:20 AM - 10:30 AM,M W F,"Chase, Kenneth R.",BGC 010,,
81333,C E,115,0,,Intro to Christian Formation,4,8:30 AM - 10:20 AM,T R,"McRay, Barrett W.",BGC 012,,
81336,C E,339,0,,Compassion & Crisis Ministry,4,11:15 AM - 1:05 PM,T R,"McRay, Barrett W.",BGC 130,,
81338,C E,251,0,,Ministry Practicum,0,TBA,,"Haase, Daniel T.",,,
81342,PSYC,481,3,,Psych of Religion,2,1:15 PM - 3:05 PM,T,"Butman, Richard E.",BGC M228,,
81343,GEL,211,0,,Vocation Practicum,2 TO 4,7:00 PM - 9:00 PM,M,"Haase, Daniel T.",,,
81346,PHIL,217,0,,Philosophy of Art,4,6:30 PM - 10:00 PM,T,"McNutt, David W.",BLANCH 125,,"PI, VPAV"
81352,PHIL,494,0,,Revisiting the Good Life,2,7:00 PM - 8:50 PM,M,"Wood, Adam N.",BLANCH 124,,
81355,SOC,385,0,,Social Change,4,11:35 AM - 12:45 PM,M W F,"Reynolds, Amy M.",BLANCH 139,,"GP, SI"
81356,CORE,101,37,,FYS: Diversities in Good Life,4,6:30 PM - 10:00 PM,R,"Kim, Hanmee N.",BLANCH 223,,
81357,HIST,103,1,,EAP:Health & Medicine/US Hist,4,2:15 PM - 3:25 PM,M W F,"Riddle, Jonathan D.",BLANCH 324,,"DUS, HP"
81363,HIST,483,0,,Christianity In North America,4,9:20 AM - 10:30 AM,M W F,"Riddle, Jonathan D.",BLANCH 223,,
81365,B EC,321,2,,Statistics,4,1:15 PM - 3:05 PM,T R,"Makaudze, Ephias M.",MSC 302,,
81366,B EC,382,2,A,Customer Relationship Mgt,2,6:30 PM - 10:00 PM,W,"Petricca, Paul F.",MSC 124,25,
81368,B EC,377,0,,Marketing & Supply Chain Strat,4,11:35 AM - 12:45 PM,M W F,"Stolze, Hannah J.",MSC 204,,
81369,ECON,492,1,,Senior Legacy Capstone,2,1:15 PM - 3:05 PM,T,"Forsstrom, Matthew P.",MSC 304,,
81371,ART,312,0,,Film & Darkroom Photography,3,1:15 PM - 4:15 PM,T R,"Schreck, Gregory H.",ADAMS 207,,
81372,ART,326,0,,Digital Filmmaking I,3,1:15 PM - 4:15 PM,T R,"Park, Joonhee",ADAMS 311,,
81373,ART,332,0,,Graphic Design II,3,12:55 PM - 3:55 PM,M W,"Botts, Jeremy G.",ADAMS 106,,
81375,ASTR,305,0,,Astronomy,4,9:20 AM - 10:30 AM,M W F,"Blaauw, Rhiannon C.",MEY 335,,SIP
81378,SCI,301,0,,Natural Science: Foundations,4,11:35 AM - 12:45 PM,M W F,"Bishop, Robert C.",MEY 302,,"PI, SIP"
81379,URBN,233,0,,Chicago,4,6:30 PM - 10:00 PM,M,"Young, Sean",,,"DUS, SI"
81380,CMHC,631,0,,Lifespan Development,3,12:55 PM - 3:45 PM,W,"Brown, Eric M.",BGC 252,,
81381,MAFT,624,0,,MFT Ethics & Prac,3,1:10 PM - 4:00 PM,R,"Johnson, Jacob A.",BGC M229,,
81382,PSYC,512,0,,Theories/Principles of Counsel,3,2:05 PM - 4:55 PM,F,"Wildt, Hillary A.",BGC 252,,
81384,PSYC,761,9,,Research Lab I-Religion/Health,1,3:15 PM - 4:45 PM,T,"Voytenko, Vitaliy L.",BGC 250,,
81393,SPAN,493,2,,Mentor: Hispanic Film Studies,4,11:15 AM - 1:05 PM,T R,"Kepner, Christine G.",WYN 302,,
81394,CHEM,241,0,,Princ Organic Chem,4,2:15 PM - 3:25 PM,M W F,"Umesiri, Francis E.",MEY 302,,
81395,CHEM,241L,0,,Princ Org Lab,0,1:15 PM - 4:05 PM,R,"Umesiri, Francis E.",MEY 305,95,
81397,BITH,211,8,,OT Lit & Interpretation,4,12:55 PM - 2:05 PM,M W F,"Buster, Aubrey E.",BGC 138,,SHAR
81399,BITH,315,9,,Christian Thought,4,12:55 PM - 2:05 PM,M W F,"Bruce, Matthew J.",BGC 132,,SHAR
81402,BITH,345,0,B,Life of David,2,6:30 PM - 10:00 PM,T,"Hill, Andrew E.",BGC 252,,
81408,BITH,443,2,A,Hebrew Exegesis: Amos,2,8:30 AM - 10:20 AM,T R,"Carroll, Mark D.",BGC 255,,
81412,CORE,101,39,,FYS: How Should We Face Death?,4,2:15 PM - 3:25 PM,M W F,"Johnson, Keith L.",BGC 534,,
81413,CORE,324,0,,AIS:Theol/Lit of Black Body,4,8:30 AM - 10:20 AM,T R,Jones & Kriner,BGC 134,,"DUS, LE"
81415,BITH,508,0,,Intro to Hebrew Exegesis,4,9:20 AM - 10:30 AM,M W F,"Walton, John H.",BGC 524,,
81416,BITH,509,0,,Intro to Greek Exegesis,4,8:30 AM - 10:20 AM,T R,"Moo, Douglas J.",BGC 532,,
81420,BITH,636,1,A,Hebrew Exegesis: Amos,2,8:30 AM - 10:20 AM,T R,"Carroll, Mark D.",BGC 255,,
81421,BITH,638,0,,OT Theology,4,6:30 PM - 10:00 PM,M,"Schultz, Richard L.",BGC 532,,
81437,PACS,496,0,,Internship,4,TBA,,"McGraw, Bryan T.",,,
81443,ENVR,395,0,,Independent Study-Envr Science,2 TO 4,TBA,,STAFF,,25,
81446,ENGL,336,0,,English Renaissance,4,2:15 PM - 3:25 PM,M W F,"Weber, Benjamin D.",BLANCH 322,,
81450,ENGW,103,9,,Composition and Research,4,9:20 AM - 10:30 AM,M W F,"Martindale, H. Wayne",BLANCH 124,,COMP
81451,ENGW,104,1,A,Composition and Research,2,11:15 AM - 1:05 PM,T R,"Lapeyre, Christopher A.",JENKS 204,,COMP
